id,word,total num,low num,mid num,hig num,,,word,total num,low num,mid num,hig num,,,
48631,converyor,1,1,0,0,,,,,,,,,,
48632,freshiest,1,1,0,0,,,,,,,,,,
48633,discoloring,1,1,0,0,,,,,,,,,,
48634,ejoying,1,1,0,0,,,,,,,,,,
48635,boooooooo,1,1,0,0,,,,,,,,,,
48636,singersongriters,1,1,0,0,,,,,,,,,,
48637,scribbling,1,1,0,0,,,,,,,,,,
48638,cancuny,1,1,0,0,,,,,,,,,,
48639,skymail,1,1,0,0,,,,,,,,,,
48640,vamos,1,1,0,0,,,,,,,,,,
48641,etesque,1,1,0,0,,,,,,,,,,
48642,mixyprocessed,1,1,0,0,,,,,,,,,,
48643,calabistas,1,1,0,0,,,,,,,,,,
48644,americanmex,1,1,0,0,,,,,,,,,,
48645,nutless,1,1,0,0,,,,,,,,,,
48646,sdb,1,1,0,0,,,,,,,,,,
48647,overchar,1,1,0,0,,,,,,,,,,
48648,sable,1,1,0,0,,,,,,,,,,
48649,shabbat,1,1,0,0,,,,,,,,,,
48650,hamentacshen,1,1,0,0,,,,,,,,,,
48651,rollsthey,1,1,0,0,,,,,,,,,,
48652,toastygoodness,1,1,0,0,,,,,,,,,,
48653,eeeehhhh,1,1,0,0,,,,,,,,,,
48654,misbehaved,1,1,0,0,,,,,,,,,,
48655,slobber,1,1,0,0,,,,,,,,,,
48656,highchairsittingage,1,1,0,0,,,,,,,,,,
48657,hus,1,1,0,0,,,,,,,,,,
48658,prescriptives,1,1,0,0,,,,,,,,,,
48659,shiseido,1,1,0,0,,,,,,,,,,
48660,grrrrrr,1,1,0,0,,,,,,,,,,
48661,overdelivered,1,1,0,0,,,,,,,,,,
48662,refurnished,1,1,0,0,,,,,,,,,,
48663,anthro,1,1,0,0,,,,,,,,,,
48664,hooplahed,1,1,0,0,,,,,,,,,,
48665,nonof,1,1,0,0,,,,,,,,,,
48666,agers,1,1,0,0,,,,,,,,,,
48667,maaaybbbeee,1,1,0,0,,,,,,,,,,
48668,angelhair,1,1,0,0,,,,,,,,,,
48669,chilrubbed,1,1,0,0,,,,,,,,,,
48670,chilerub,1,1,0,0,,,,,,,,,,
48671,samsmex,1,1,0,0,,,,,,,,,,
48672,mexmex,1,1,0,0,,,,,,,,,,
48673,allaccess,1,1,0,0,,,,,,,,,,
48674,inhalf,1,1,0,0,,,,,,,,,,
48675,distastefully,1,1,0,0,,,,,,,,,,
48676,calpirnihia,1,1,0,0,,,,,,,,,,
48677,asperol,1,1,0,0,,,,,,,,,,
48678,severalacapslock,1,1,0,0,,,,,,,,,,
48679,loathed,1,1,0,0,,,,,,,,,,
48680,butterball,1,1,0,0,,,,,,,,,,
48681,kom,1,1,0,0,,,,,,,,,,
48682,sterner,1,1,0,0,,,,,,,,,,
48683,sheiky,1,1,0,0,,,,,,,,,,
48684,harrys,1,1,0,0,,,,,,,,,,
48685,motsy,1,1,0,0,,,,,,,,,,
48686,motzy,1,1,0,0,,,,,,,,,,
48687,celine,1,1,0,0,,,,,,,,,,
48688,deon,1,1,0,0,,,,,,,,,,
48689,arvins,1,1,0,0,,,,,,,,,,
48690,tenemos,1,1,0,0,,,,,,,,,,
48691,preparado,1,1,0,0,,,,,,,,,,
48692,countrymen,1,1,0,0,,,,,,,,,,
48693,memelitas,1,1,0,0,,,,,,,,,,
48694,tinysized,1,1,0,0,,,,,,,,,,
48695,beall,1,1,0,0,,,,,,,,,,
48696,endall,1,1,0,0,,,,,,,,,,
48697,lightningfast,1,1,0,0,,,,,,,,,,
48698,babareebah,1,1,0,0,,,,,,,,,,
48699,ley,1,1,0,0,,,,,,,,,,
48700,attemp,1,1,0,0,,,,,,,,,,
48701,mott,1,1,0,0,,,,,,,,,,
48702,abiliities,1,1,0,0,,,,,,,,,,
48703,bellowing,1,1,0,0,,,,,,,,,,
48704,karaoketry,1,1,0,0,,,,,,,,,,
48705,frieswe,1,1,0,0,,,,,,,,,,
48706,postitives,1,1,0,0,,,,,,,,,,
48707,hashbrows,1,1,0,0,,,,,,,,,,
48708,underemphasized,1,1,0,0,,,,,,,,,,
48709,vomitous,1,1,0,0,,,,,,,,,,
48710,festivity,1,1,0,0,,,,,,,,,,
48711,pokiest,1,1,0,0,,,,,,,,,,
48712,unintuitiveness,1,1,0,0,,,,,,,,,,
48713,rainbowlike,1,1,0,0,,,,,,,,,,
48714,boilermaker,1,1,0,0,,,,,,,,,,
48715,mozying,1,1,0,0,,,,,,,,,,
48716,awautukee,1,1,0,0,,,,,,,,,,
48717,mayfair,1,1,0,0,,,,,,,,,,
48718,fastfoodburger,1,1,0,0,,,,,,,,,,
48719,missthemark,1,1,0,0,,,,,,,,,,
48720,dearlydeparted,1,1,0,0,,,,,,,,,,
48721,italianfoodlover,1,1,0,0,,,,,,,,,,
48722,lessthandelish,1,1,0,0,,,,,,,,,,
48723,lessthanhot,1,1,0,0,,,,,,,,,,
48724,ohsofresh,1,1,0,0,,,,,,,,,,
48725,lunchery,1,1,0,0,,,,,,,,,,
48726,anglianotti,1,1,0,0,,,,,,,,,,
48727,castillo,1,1,0,0,,,,,,,,,,
48728,mustgoto,1,1,0,0,,,,,,,,,,
48729,undigested,1,1,0,0,,,,,,,,,,
48730,varietya,1,1,0,0,,,,,,,,,,
48731,everybodyand,1,1,0,0,,,,,,,,,,
48732,againi,1,1,0,0,,,,,,,,,,
48733,lagrande,1,1,0,0,,,,,,,,,,
48734,thirties,1,1,0,0,,,,,,,,,,
48735,hellman,1,1,0,0,,,,,,,,,,
48736,menued,1,1,0,0,,,,,,,,,,
48737,frisat,1,1,0,0,,,,,,,,,,
48738,longways,1,1,0,0,,,,,,,,,,
48739,nonkokopelli,1,1,0,0,,,,,,,,,,
48740,recapping,1,1,0,0,,,,,,,,,,
48741,nonsports,1,1,0,0,,,,,,,,,,
48742,mismatch,1,1,0,0,,,,,,,,,,
48743,smuggling,1,1,0,0,,,,,,,,,,
48744,hesistate,1,1,0,0,,,,,,,,,,
48745,perfurme,1,1,0,0,,,,,,,,,,
48746,lovesong,1,1,0,0,,,,,,,,,,
48747,congregates,1,1,0,0,,,,,,,,,,
48748,chikn,1,1,0,0,,,,,,,,,,
48749,narc,1,1,0,0,,,,,,,,,,
48750,chumps,1,1,0,0,,,,,,,,,,
48751,muddafunka,1,1,0,0,,,,,,,,,,
48752,fernie,1,1,0,0,,,,,,,,,,
48753,skuse,1,1,0,0,,,,,,,,,,
48754,deyyzz,1,1,0,0,,,,,,,,,,
48755,seprit,1,1,0,0,,,,,,,,,,
48756,oahduz,1,1,0,0,,,,,,,,,,
48757,fuuuuuuuuuuuuuuuuuccccccccccccccccckkkkkkkkkk,1,1,0,0,,,,,,,,,,
48758,nigga,1,1,0,0,,,,,,,,,,
48759,ickysweet,1,1,0,0,,,,,,,,,,
48760,houswives,1,1,0,0,,,,,,,,,,
48761,dayglo,1,1,0,0,,,,,,,,,,
48762,wutang,1,1,0,0,,,,,,,,,,
48763,breakdancers,1,1,0,0,,,,,,,,,,
48764,trendsters,1,1,0,0,,,,,,,,,,
48765,dorsia,1,1,0,0,,,,,,,,,,
48766,bateman,1,1,0,0,,,,,,,,,,
48767,fleck,1,1,0,0,,,,,,,,,,
48768,virgina,1,1,0,0,,,,,,,,,,
48769,whateve,1,1,0,0,,,,,,,,,,
48770,whipper,1,1,0,0,,,,,,,,,,
48771,fresheners,1,1,0,0,,,,,,,,,,
48772,damian,1,1,0,0,,,,,,,,,,
48773,adamantly,1,1,0,0,,,,,,,,,,
48774,unorderly,1,1,0,0,,,,,,,,,,
48775,ebs,1,1,0,0,,,,,,,,,,
48776,semilarge,1,1,0,0,,,,,,,,,,
48777,prixefix,1,1,0,0,,,,,,,,,,
48778,unharmonious,1,1,0,0,,,,,,,,,,
48779,gonnamessyouuptomorrow,1,1,0,0,,,,,,,,,,
48780,meatness,1,1,0,0,,,,,,,,,,
48781,counseled,1,1,0,0,,,,,,,,,,
48782,scottsdalize,1,1,0,0,,,,,,,,,,
48783,oggi,1,1,0,0,,,,,,,,,,
48784,yeha,1,1,0,0,,,,,,,,,,
48785,airsick,1,1,0,0,,,,,,,,,,
48786,absolutelyappallingyukdisgustinggagamaggot,1,1,0,0,,,,,,,,,,
48787,smashsoda,1,1,0,0,,,,,,,,,,
48788,smashsomething,1,1,0,0,,,,,,,,,,
48789,smashavacado,1,1,0,0,,,,,,,,,,
48790,foodvaries,1,1,0,0,,,,,,,,,,
48791,todaycalamari,1,1,0,0,,,,,,,,,,
48792,shrimpandgrits,1,1,0,0,,,,,,,,,,
48793,doublebus,1,1,0,0,,,,,,,,,,
48794,stardeduction,1,1,0,0,,,,,,,,,,
48795,apricotbbqfeta,1,1,0,0,,,,,,,,,,
48796,heatedupinthesun,1,1,0,0,,,,,,,,,,
48797,knishs,1,1,0,0,,,,,,,,,,
48798,locallyfocused,1,1,0,0,,,,,,,,,,
48799,cooloff,1,1,0,0,,,,,,,,,,
48800,goodsweet,1,1,0,0,,,,,,,,,,
48801,badsweet,1,1,0,0,,,,,,,,,,
48802,enamor,1,1,0,0,,,,,,,,,,
48803,couldbe,1,1,0,0,,,,,,,,,,
48804,guised,1,1,0,0,,,,,,,,,,
48805,intersecting,1,1,0,0,,,,,,,,,,
48806,sidescornbread,1,1,0,0,,,,,,,,,,
48807,potatoeswere,1,1,0,0,,,,,,,,,,
48808,mckingburgerdonald,1,1,0,0,,,,,,,,,,
48809,starchystyrofoamy,1,1,0,0,,,,,,,,,,
48810,ecidedly,1,1,0,0,,,,,,,,,,
48811,mpty,1,1,0,0,,,,,,,,,,
48812,evoid,1,1,0,0,,,,,,,,,,
48813,merv,1,1,0,0,,,,,,,,,,
48814,squeeky,1,1,0,0,,,,,,,,,,
48815,garlickytahinihummus,1,1,0,0,,,,,,,,,,
48816,overhanging,1,1,0,0,,,,,,,,,,
48817,rightmoist,1,1,0,0,,,,,,,,,,
48818,blower,1,1,0,0,,,,,,,,,,
48819,greenwayhayden,1,1,0,0,,,,,,,,,,
48820,getoveryourself,1,1,0,0,,,,,,,,,,
48821,sgt,1,1,0,0,,,,,,,,,,
48822,browso,1,1,0,0,,,,,,,,,,
48823,alltoo,1,1,0,0,,,,,,,,,,
48824,entreesfish,1,1,0,0,,,,,,,,,,
48825,scoopssoggyswimminginsalsa,1,1,0,0,,,,,,,,,,
48826,jelled,1,1,0,0,,,,,,,,,,
48827,nubbin,1,1,0,0,,,,,,,,,,
48828,dimeing,1,1,0,0,,,,,,,,,,
48829,wail,1,1,0,0,,,,,,,,,,
48830,disown,1,1,0,0,,,,,,,,,,
48831,sardi,1,1,0,0,,,,,,,,,,
48832,mythos,1,1,0,0,,,,,,,,,,
48833,gitsch,1,1,0,0,,,,,,,,,,
48834,negotiations,1,1,0,0,,,,,,,,,,
48835,hottness,1,1,0,0,,,,,,,,,,
48836,fruite,1,1,0,0,,,,,,,,,,
48837,lockedup,1,1,0,0,,,,,,,,,,
48838,selfextinguished,1,1,0,0,,,,,,,,,,
48839,macaynot,1,1,0,0,,,,,,,,,,
48840,macaydo,1,1,0,0,,,,,,,,,,
48841,macayshould,1,1,0,0,,,,,,,,,,
48842,macayno,1,1,0,0,,,,,,,,,,
48843,macaykeepgoingo,1,1,0,0,,,,,,,,,,
48844,macaymovealongthere,1,1,0,0,,,,,,,,,,
48845,sbetterandcheapermexicandowntheroadalittleway,1,1,0,0,,,,,,,,,,
48846,mercenary,1,1,0,0,,,,,,,,,,
48847,macayhuh,1,1,0,0,,,,,,,,,,
48848,macaysosofood,1,1,0,0,,,,,,,,,,
48849,canyonjunkie,1,1,0,0,,,,,,,,,,
48850,yelpphx,1,1,0,0,,,,,,,,,,
48851,torio,1,1,0,0,,,,,,,,,,
48852,afterhot,1,1,0,0,,,,,,,,,,
48853,inattentivethe,1,1,0,0,,,,,,,,,,
48854,backthe,1,1,0,0,,,,,,,,,,
48855,problemagain,1,1,0,0,,,,,,,,,,
48856,pirce,1,1,0,0,,,,,,,,,,
48857,douevres,1,1,0,0,,,,,,,,,,
48858,santarini,1,1,0,0,,,,,,,,,,
48859,entomologist,1,1,0,0,,,,,,,,,,
48860,poopooing,1,1,0,0,,,,,,,,,,
48861,aesthically,1,1,0,0,,,,,,,,,,
48862,yeck,1,1,0,0,,,,,,,,,,
48863,mardenely,1,1,0,0,,,,,,,,,,
48864,stauffer,1,1,0,0,,,,,,,,,,
48865,ultracompetitive,1,1,0,0,,,,,,,,,,
48866,callahan,1,1,0,0,,,,,,,,,,
48867,zerostar,1,1,0,0,,,,,,,,,,
48868,supermarketish,1,1,0,0,,,,,,,,,,
48869,duhfamily,1,1,0,0,,,,,,,,,,
48870,dinercasual,1,1,0,0,,,,,,,,,,
48871,brunchcasual,1,1,0,0,,,,,,,,,,
48872,husbandwannabeguy,1,1,0,0,,,,,,,,,,
48873,overtanned,1,1,0,0,,,,,,,,,,
48874,openshirted,1,1,0,0,,,,,,,,,,
48875,goingonscottsdale,1,1,0,0,,,,,,,,,,
48876,nonlard,1,1,0,0,,,,,,,,,,
48877,outshining,1,1,0,0,,,,,,,,,,
48878,neonclad,1,1,0,0,,,,,,,,,,
48879,unconsumed,1,1,0,0,,,,,,,,,,
48880,grindfest,1,1,0,0,,,,,,,,,,
48881,passerbys,1,1,0,0,,,,,,,,,,
48882,rubik,1,1,0,0,,,,,,,,,,
48883,footloose,1,1,0,0,,,,,,,,,,
48884,developmentally,1,1,0,0,,,,,,,,,,
48885,fcs,1,1,0,0,,,,,,,,,,
48886,premesis,1,1,0,0,,,,,,,,,,
48887,vero,1,1,0,0,,,,,,,,,,
48888,fanfriendly,1,1,0,0,,,,,,,,,,
48889,recessionary,1,1,0,0,,,,,,,,,,
48890,sachs,1,1,0,0,,,,,,,,,,
48891,odder,1,1,0,0,,,,,,,,,,
48892,deceptivelooking,1,1,0,0,,,,,,,,,,
48893,almamaters,1,1,0,0,,,,,,,,,,
48894,walkerby,1,1,0,0,,,,,,,,,,
48895,yuppppppp,1,1,0,0,,,,,,,,,,
48896,tapitio,1,1,0,0,,,,,,,,,,
48897,themnin,1,1,0,0,,,,,,,,,,
48898,boboyfriend,1,1,0,0,,,,,,,,,,
48899,dampeners,1,1,0,0,,,,,,,,,,
48900,awesomegoing,1,1,0,0,,,,,,,,,,
48901,boomboxes,1,1,0,0,,,,,,,,,,
48902,bearthemed,1,1,0,0,,,,,,,,,,
48903,scootsdale,1,1,0,0,,,,,,,,,,
48904,lobsta,1,1,0,0,,,,,,,,,,
48905,midmall,1,1,0,0,,,,,,,,,,
48906,liqueres,1,1,0,0,,,,,,,,,,
48907,upsaide,1,1,0,0,,,,,,,,,,
48908,homehowever,1,1,0,0,,,,,,,,,,
48909,fagoli,1,1,0,0,,,,,,,,,,
48910,lunes,1,1,0,0,,,,,,,,,,
48911,deutschland,1,1,0,0,,,,,,,,,,
48912,goodsorry,1,1,0,0,,,,,,,,,,
48913,sugarlips,1,1,0,0,,,,,,,,,,
48914,definatey,1,1,0,0,,,,,,,,,,
48915,waslike,1,1,0,0,,,,,,,,,,
48916,screwd,1,1,0,0,,,,,,,,,,
48917,commercialization,1,1,0,0,,,,,,,,,,
48918,rmb,1,1,0,0,,,,,,,,,,
48919,secretes,1,1,0,0,,,,,,,,,,
48920,pities,1,1,0,0,,,,,,,,,,
48921,attracttions,1,1,0,0,,,,,,,,,,
48922,behindthescene,1,1,0,0,,,,,,,,,,
48923,imp,1,1,0,0,,,,,,,,,,
48924,rucksack,1,1,0,0,,,,,,,,,,
48925,mits,1,1,0,0,,,,,,,,,,
48926,whitstle,1,1,0,0,,,,,,,,,,
48927,stiffer,1,1,0,0,,,,,,,,,,
48928,gnosh,1,1,0,0,,,,,,,,,,
48929,bely,1,1,0,0,,,,,,,,,,
48930,ibs,1,1,0,0,,,,,,,,,,
48931,stow,1,1,0,0,,,,,,,,,,
48932,assailants,1,1,0,0,,,,,,,,,,
48933,promply,1,1,0,0,,,,,,,,,,
48934,dicknose,1,1,0,0,,,,,,,,,,
48935,bromosexual,1,1,0,0,,,,,,,,,,
48936,pseudoalpha,1,1,0,0,,,,,,,,,,
48937,bonaducci,1,1,0,0,,,,,,,,,,
48938,oggled,1,1,0,0,,,,,,,,,,
48939,unecessary,1,1,0,0,,,,,,,,,,
48940,antechamber,1,1,0,0,,,,,,,,,,
48941,untraceable,1,1,0,0,,,,,,,,,,
48942,sured,1,1,0,0,,,,,,,,,,
48943,guiltily,1,1,0,0,,,,,,,,,,
48944,apocryphal,1,1,0,0,,,,,,,,,,
48945,brocaded,1,1,0,0,,,,,,,,,,
48946,gnoshing,1,1,0,0,,,,,,,,,,
48947,cartoonishly,1,1,0,0,,,,,,,,,,
48948,trustafarians,1,1,0,0,,,,,,,,,,
48949,prism,1,1,0,0,,,,,,,,,,
48950,tankards,1,1,0,0,,,,,,,,,,
48951,jousts,1,1,0,0,,,,,,,,,,
48952,falconer,1,1,0,0,,,,,,,,,,
48953,minnestrone,1,1,0,0,,,,,,,,,,
48954,diggi,1,1,0,0,,,,,,,,,,
48955,thity,1,1,0,0,,,,,,,,,,
48956,privledged,1,1,0,0,,,,,,,,,,
48957,undesireable,1,1,0,0,,,,,,,,,,
48958,proletariate,1,1,0,0,,,,,,,,,,
48959,magnanimously,1,1,0,0,,,,,,,,,,
48960,backer,1,1,0,0,,,,,,,,,,
48961,apochryphal,1,1,0,0,,,,,,,,,,
48962,honkey,1,1,0,0,,,,,,,,,,
48963,stonea,1,1,0,0,,,,,,,,,,
48964,plagiarize,1,1,0,0,,,,,,,,,,
48965,befuddlement,1,1,0,0,,,,,,,,,,
48966,akwardly,1,1,0,0,,,,,,,,,,
48967,fortuneless,1,1,0,0,,,,,,,,,,
48968,grce,1,1,0,0,,,,,,,,,,
48969,serioulsy,1,1,0,0,,,,,,,,,,
48970,gatosesqueness,1,1,0,0,,,,,,,,,,
48971,dangerfield,1,1,0,0,,,,,,,,,,
48972,historians,1,1,0,0,,,,,,,,,,
48973,discarding,1,1,0,0,,,,,,,,,,
48974,perpetuates,1,1,0,0,,,,,,,,,,
48975,ubber,1,1,0,0,,,,,,,,,,
48976,myopically,1,1,0,0,,,,,,,,,,
48977,anthropologist,1,1,0,0,,,,,,,,,,
48978,bacterias,1,1,0,0,,,,,,,,,,
48979,pathologists,1,1,0,0,,,,,,,,,,
48980,adulterated,1,1,0,0,,,,,,,,,,
48981,bleskiver,1,1,0,0,,,,,,,,,,
48982,moine,1,1,0,0,,,,,,,,,,
48983,haberdashery,1,1,0,0,,,,,,,,,,
48984,reyn,1,1,0,0,,,,,,,,,,
48985,spooner,1,1,0,0,,,,,,,,,,
48986,passabile,1,1,0,0,,,,,,,,,,
48987,everytown,1,1,0,0,,,,,,,,,,
48988,enchiladaburrito,1,1,0,0,,,,,,,,,,
48989,freezepop,1,1,0,0,,,,,,,,,,
48990,camarero,1,1,0,0,,,,,,,,,,
48991,ineviteably,1,1,0,0,,,,,,,,,,
48992,sco,1,1,0,0,,,,,,,,,,
48993,mexicanoriented,1,1,0,0,,,,,,,,,,
48994,seniorita,1,1,0,0,,,,,,,,,,
48995,cactusy,1,1,0,0,,,,,,,,,,
48996,rockemphasis,1,1,0,0,,,,,,,,,,
48997,aweness,1,1,0,0,,,,,,,,,,
48998,racious,1,1,0,0,,,,,,,,,,
48999,latent,1,1,0,0,,,,,,,,,,
49000,jerkiness,1,1,0,0,,,,,,,,,,
49001,assu,1,1,0,0,,,,,,,,,,
49002,loogies,1,1,0,0,,,,,,,,,,
49003,offproperty,1,1,0,0,,,,,,,,,,
49004,dullness,1,1,0,0,,,,,,,,,,
49005,clenched,1,1,0,0,,,,,,,,,,
49006,costcocom,1,1,0,0,,,,,,,,,,
49007,fudrucker,1,1,0,0,,,,,,,,,,
49008,schoolcafeteriastyle,1,1,0,0,,,,,,,,,,
49009,bandersnatch,1,1,0,0,,,,,,,,,,
49010,antibottle,1,1,0,0,,,,,,,,,,
49011,wierdest,1,1,0,0,,,,,,,,,,
49012,marbeling,1,1,0,0,,,,,,,,,,
49013,vets,1,1,0,0,,,,,,,,,,
49014,propping,1,1,0,0,,,,,,,,,,
49015,doughtnut,1,1,0,0,,,,,,,,,,
49016,sleeze,1,1,0,0,,,,,,,,,,
49017,specifies,1,1,0,0,,,,,,,,,,
49018,thierself,1,1,0,0,,,,,,,,,,
49019,ife,1,1,0,0,,,,,,,,,,
49020,burpees,1,1,0,0,,,,,,,,,,
49021,lifefitness,1,1,0,0,,,,,,,,,,
49022,fitter,1,1,0,0,,,,,,,,,,
49023,eval,1,1,0,0,,,,,,,,,,
49024,hhhhhooooohhhhh,1,1,0,0,,,,,,,,,,
49025,buuut,1,1,0,0,,,,,,,,,,
49026,spurted,1,1,0,0,,,,,,,,,,
49027,nonscene,1,1,0,0,,,,,,,,,,
49028,lowbrand,1,1,0,0,,,,,,,,,,
49029,frontdesk,1,1,0,0,,,,,,,,,,
49030,hipter,1,1,0,0,,,,,,,,,,
49031,gellatenous,1,1,0,0,,,,,,,,,,
49032,freespirit,1,1,0,0,,,,,,,,,,
49033,allhappy,1,1,0,0,,,,,,,,,,
49034,hourallthetime,1,1,0,0,,,,,,,,,,
49035,houselike,1,1,0,0,,,,,,,,,,
49036,bummout,1,1,0,0,,,,,,,,,,
49037,squawking,1,1,0,0,,,,,,,,,,
49038,gymnasium,1,1,0,0,,,,,,,,,,
49039,execucar,1,1,0,0,,,,,,,,,,
49040,saut,1,1,0,0,,,,,,,,,,
49041,awol,1,1,0,0,,,,,,,,,,
49042,minipot,1,1,0,0,,,,,,,,,,
49043,gentry,1,1,0,0,,,,,,,,,,
49044,qtr,1,1,0,0,,,,,,,,,,
49045,collapsing,1,1,0,0,,,,,,,,,,
49046,barhop,1,1,0,0,,,,,,,,,,
49047,hemorrhaging,1,1,0,0,,,,,,,,,,
49048,veza,1,1,0,0,,,,,,,,,,
49049,repossessed,1,1,0,0,,,,,,,,,,
49050,gunslinger,1,1,0,0,,,,,,,,,,
49051,buspersons,1,1,0,0,,,,,,,,,,
49052,bizzaroworld,1,1,0,0,,,,,,,,,,
49053,younguns,1,1,0,0,,,,,,,,,,
49054,robitussin,1,1,0,0,,,,,,,,,,
49055,fers,1,1,0,0,,,,,,,,,,
49056,xterra,1,1,0,0,,,,,,,,,,
49057,emomullet,1,1,0,0,,,,,,,,,,
49058,harcore,1,1,0,0,,,,,,,,,,
49059,premixes,1,1,0,0,,,,,,,,,,
49060,phonectically,1,1,0,0,,,,,,,,,,
49061,gastonomic,1,1,0,0,,,,,,,,,,
49062,gratuitiously,1,1,0,0,,,,,,,,,,
49063,bickered,1,1,0,0,,,,,,,,,,
49064,admittidely,1,1,0,0,,,,,,,,,,
49065,saunters,1,1,0,0,,,,,,,,,,
49066,quasipsychedelic,1,1,0,0,,,,,,,,,,
49067,zuh,1,1,0,0,,,,,,,,,,
49068,horsecrap,1,1,0,0,,,,,,,,,,
49069,crosshairs,1,1,0,0,,,,,,,,,,
49070,garlicfest,1,1,0,0,,,,,,,,,,
49071,chilleens,1,1,0,0,,,,,,,,,,
49072,multicinema,1,1,0,0,,,,,,,,,,
49073,subsidiary,1,1,0,0,,,,,,,,,,
49074,prerogative,1,1,0,0,,,,,,,,,,
49075,mifi,1,1,0,0,,,,,,,,,,
49076,reconize,1,1,0,0,,,,,,,,,,
49077,coeisidental,1,1,0,0,,,,,,,,,,
49078,esthetic,1,1,0,0,,,,,,,,,,
49079,kosh,1,1,0,0,,,,,,,,,,
49080,comethere,1,1,0,0,,,,,,,,,,
49081,blarring,1,1,0,0,,,,,,,,,,
49082,fluffers,1,1,0,0,,,,,,,,,,
49083,mediallions,1,1,0,0,,,,,,,,,,
49084,cmp,1,1,0,0,,,,,,,,,,
49085,lettece,1,1,0,0,,,,,,,,,,
49086,flamaneco,1,1,0,0,,,,,,,,,,
49087,noyet,1,1,0,0,,,,,,,,,,
49088,colorings,1,1,0,0,,,,,,,,,,
49089,heteordate,1,1,0,0,,,,,,,,,,
49090,chumming,1,1,0,0,,,,,,,,,,
49091,indictation,1,1,0,0,,,,,,,,,,
49092,sourlike,1,1,0,0,,,,,,,,,,
49093,bandanaganster,1,1,0,0,,,,,,,,,,
49094,troutunmemorable,1,1,0,0,,,,,,,,,,
49095,unresonable,1,1,0,0,,,,,,,,,,
49096,????!!,1,1,0,0,,,,,,,,,,
49097,restuaranty,1,1,0,0,,,,,,,,,,
49098,compress,1,1,0,0,,,,,,,,,,
49099,etcdisaster,1,1,0,0,,,,,,,,,,
49100,droping,1,1,0,0,,,,,,,,,,
49101,unfortunely,1,1,0,0,,,,,,,,,,
49102,dietitian,1,1,0,0,,,,,,,,,,
49103,premakes,1,1,0,0,,,,,,,,,,
49104,genhis,1,1,0,0,,,,,,,,,,
49105,oneit,1,1,0,0,,,,,,,,,,
49106,gpa,1,1,0,0,,,,,,,,,,
49107,adjourned,1,1,0,0,,,,,,,,,,
49108,romen,1,1,0,0,,,,,,,,,,
49109,bostons,1,1,0,0,,,,,,,,,,
49110,breat,1,1,0,0,,,,,,,,,,
49111,allsummer,1,1,0,0,,,,,,,,,,
49112,mushoom,1,1,0,0,,,,,,,,,,
49113,utthapam,1,1,0,0,,,,,,,,,,
49114,kedhai,1,1,0,0,,,,,,,,,,
49115,bendhi,1,1,0,0,,,,,,,,,,
49116,koftai,1,1,0,0,,,,,,,,,,
49117,frivolously,1,1,0,0,,,,,,,,,,
49118,argumentative,1,1,0,0,,,,,,,,,,
49119,hostessish,1,1,0,0,,,,,,,,,,
49120,crabapple,1,1,0,0,,,,,,,,,,
49121,sniffs,1,1,0,0,,,,,,,,,,
49122,dlisa,1,1,0,0,,,,,,,,,,
49123,shayn,1,1,0,0,,,,,,,,,,
49124,lambast,1,1,0,0,,,,,,,,,,
49125,cornicons,1,1,0,0,,,,,,,,,,
49126,venissimo,1,1,0,0,,,,,,,,,,
49127,loamy,1,1,0,0,,,,,,,,,,
49128,longen,1,1,0,0,,,,,,,,,,
49129,italianesque,1,1,0,0,,,,,,,,,,
49130,convienently,1,1,0,0,,,,,,,,,,
49131,tutu,1,1,0,0,,,,,,,,,,
49132,cousine,1,1,0,0,,,,,,,,,,
49133,dram,1,1,0,0,,,,,,,,,,
49134,lagavulin,1,1,0,0,,,,,,,,,,
49135,suburbanflophousemeetsswankyairportbar,1,1,0,0,,,,,,,,,,
49136,tpe,1,1,0,0,,,,,,,,,,
49137,ghettttooo,1,1,0,0,,,,,,,,,,
49138,daddler,1,1,0,0,,,,,,,,,,
49139,madreland,1,1,0,0,,,,,,,,,,
49140,strived,1,1,0,0,,,,,,,,,,
49141,uuurgghh,1,1,0,0,,,,,,,,,,
49142,atable,1,1,0,0,,,,,,,,,,
49143,horrah,1,1,0,0,,,,,,,,,,
49144,baptism,1,1,0,0,,,,,,,,,,
49145,ouveries,1,1,0,0,,,,,,,,,,
49146,partakes,1,1,0,0,,,,,,,,,,
49147,advicenever,1,1,0,0,,,,,,,,,,
49148,tactless,1,1,0,0,,,,,,,,,,
49149,perrignon,1,1,0,0,,,,,,,,,,
49150,galli,1,1,0,0,,,,,,,,,,
49151,dalmatian,1,1,0,0,,,,,,,,,,
49152,catina,1,1,0,0,,,,,,,,,,
49153,barabara,1,1,0,0,,,,,,,,,,
49154,asuaz,1,1,0,0,,,,,,,,,,
49155,lethargy,1,1,0,0,,,,,,,,,,
49156,outdooronly,1,1,0,0,,,,,,,,,,
49157,squakbox,1,1,0,0,,,,,,,,,,
49158,placecards,1,1,0,0,,,,,,,,,,
49159,srpm,1,1,0,0,,,,,,,,,,
49160,krap,1,1,0,0,,,,,,,,,,
49161,dfalco,1,1,0,0,,,,,,,,,,
49162,mythbusters,1,1,0,0,,,,,,,,,,
49163,discountsetc,1,1,0,0,,,,,,,,,,
