id,word,total num,low num,mid num,hig num
43790,outsidestill,1,1,0,0
43791,woukd,1,1,0,0
43792,itfor,1,1,0,0
43793,dissh,1,1,0,0
43794,exrta,1,1,0,0
43795,haveliterally,1,1,0,0
43796,sooooooooooooooo,3,1,1,1
43797,saporo,1,1,0,0
43798,puttin,3,1,1,1
43799,southerner,7,1,2,4
43800,scatterings,1,1,0,0
43801,rrates,1,1,0,0
43802,complinetary,1,1,0,0
43803,mcpappadeaux,1,1,0,0
43804,covet,4,1,3,0
43805,silerware,1,1,0,0
43806,exgirlfriend,4,1,2,1
43807,ushape,2,1,1,0
43808,cilantrolime,4,1,2,1
43809,jackhammers,1,1,0,0
43810,chopchop,3,1,0,2
43811,ghettolooking,1,1,0,0
43812,linking,2,1,0,1
43813,outlyers,1,1,0,0
43814,rectangualr,1,1,0,0
43815,chicarron,4,1,3,0
43816,generaltsolike,1,1,0,0
43817,casabe,1,1,0,0
43818,cubanos,4,1,1,2
43819,gmail,1,1,0,0
43820,rebooked,1,1,0,0
43821,berkshire,23,1,9,13
43822,dranks,4,1,1,2
43823,kayenta,1,1,0,0
43824,grooss,1,1,0,0
43825,brei,2,1,1,0
43826,yumbar,1,1,0,0
43827,chiiiillly,1,1,0,0
43828,toorder,1,1,0,0
43829,nighters,1,1,0,0
43830,aginst,1,1,0,0
43831,waltz,6,1,3,2
43832,gins,2,1,1,0
43833,toothache,3,1,2,0
43834,gingerflavorwise,1,1,0,0
43835,produse,1,1,0,0
43836,essences,1,1,0,0
43837,atx,2,1,1,0
43838,greenza,1,1,0,0
43839,noms,12,1,6,5
43840,rethinking,2,1,1,0
43841,drafty,2,1,0,1
43842,overmicrowaved,1,1,0,0
43843,thenthirty,1,1,0,0
43844,mindful,11,1,7,3
43845,houseturnedbar,1,1,0,0
43846,cancunthemed,1,1,0,0
43847,lubbock,2,1,0,1
43848,peninsula,3,1,2,0
43849,whyyy,2,1,1,0
43850,munches,4,1,3,0
43851,puting,1,1,0,0
43852,craftmans,1,1,0,0
43853,arrrrrrrr,1,1,0,0
43854,walmat,1,1,0,0
43855,cappricosa,1,1,0,0
43856,tarimusu,1,1,0,0
43857,endame,1,1,0,0
43858,halen,3,1,2,0
43859,metalica,1,1,0,0
43860,spork,2,1,0,1
43861,inventing,2,1,0,1
43862,tarp,2,1,0,1
43863,crazyfish,1,1,0,0
43864,waaaaaaaaaaaaaaaay,1,1,0,0
43865,snowmans,1,1,0,0
43866,sorrow,3,1,0,2
43867,stickl,1,1,0,0
43868,pimping,2,1,0,1
43869,lifts,3,1,2,0
43870,dissipates,1,1,0,0
43871,zhaliang,1,1,0,0
43872,tubular,6,1,3,2
43873,cocooned,1,1,0,0
43874,yau,1,1,0,0
43875,cornquesa,1,1,0,0
43876,sabina,1,1,0,0
43877,fridged,1,1,0,0
43878,norwalk,1,1,0,0
43879,calif,1,1,0,0
43880,widened,3,1,2,0
43881,plunged,3,1,1,1
43882,foodnetwork,1,1,0,0
43883,stardom,2,1,0,1
43884,griddles,2,1,1,0
43885,priming,1,1,0,0
43886,fideua,1,1,0,0
43887,unmanageable,2,1,1,0
43888,eggcellent,1,1,0,0
43889,originates,2,1,0,1
43890,preach,5,1,0,4
43891,stamatakis,1,1,0,0
43892,melds,10,1,2,7
43893,chubs,1,1,0,0
43894,cuddle,9,1,6,2
43895,ante,6,1,1,4
43896,roasts,10,1,3,6
43897,scans,4,1,1,2
43898,straus,2,1,1,0
43899,cou,1,1,0,0
43900,carbin,6,1,1,4
43901,behinds,1,1,0,0
43902,romper,3,1,1,1
43903,lambchop,2,1,0,1
43904,habaero,7,1,2,4
43905,philosophies,7,1,4,2
43906,debates,5,1,2,2
43907,wellpriced,14,1,7,6
43908,postage,3,1,2,0
43909,arranging,4,1,1,2
43910,pestomayo,1,1,0,0
43911,liverwurst,3,1,0,2
43912,turbospresso,2,1,1,0
43913,fritto,9,1,4,4
43914,amatriciana,7,1,4,2
43915,haunting,7,1,4,2
43916,beckon,5,1,2,2
43917,nibbly,3,1,0,2
43918,sublimely,5,1,1,3
43919,selfrighteous,3,1,1,1
43920,uncrustables,2,1,1,0
43921,stracciatella,10,1,4,5
43922,hazel,5,1,2,2
43923,ccc,1,1,0,0
43924,flourished,2,1,0,1
43925,esquire,2,1,0,1
43926,posterior,1,1,0,0
43927,spotlessly,10,1,2,7
43928,headbangers,1,1,0,0
43929,thrash,3,1,2,0
43930,highroad,1,1,0,0
43931,braden,2,1,1,0
43932,ng,1,1,0,0
43933,npl,1,1,0,0
43934,disparaging,2,1,0,1
43935,foreigner,2,1,1,0
43936,foodiebear,3,1,2,0
43937,teensomethings,1,1,0,0
43938,cheapy,4,1,1,2
43939,modish,1,1,0,0
43940,pearcardamom,1,1,0,0
43941,misfire,2,1,1,0
43942,kinf,1,1,0,0
43943,untouchedbyprogress,1,1,0,0
43944,woodburning,9,1,7,1
43945,chars,5,1,2,2
43946,weinershnitzel,1,1,0,0
43947,curlyourtoes,1,1,0,0
43948,uhg,1,1,0,0
43949,quesadailla,1,1,0,0
43950,dazzeling,1,1,0,0
43951,proccutio,2,1,0,1
43952,messiah,2,1,0,1
43953,juts,2,1,0,1
43954,cardemom,1,1,0,0
43955,thinktheyknowitall,1,1,0,0
43956,appt,6,1,3,2
43957,appts,1,1,0,0
43958,breathes,2,1,1,0
43959,epi,2,1,0,1
43960,carbing,1,1,0,0
43961,salsify,4,1,0,3
43962,sanddab,2,1,1,0
43963,factly,2,1,1,0
43964,gamy,4,1,2,1
43965,somewwhere,1,1,0,0
43966,nursery,32,1,5,26
43967,cookery,4,1,3,0
43968,gymnast,3,1,1,1
43969,cruet,2,1,0,1
43970,lode,4,1,3,0
43971,tio,2,1,0,1
43972,reckoned,3,1,1,1
43973,unexplainable,2,1,1,0
43974,formulated,5,1,1,3
43975,theories,2,1,1,0
43976,stackoflove,1,1,0,0
43977,mainstay,13,1,7,5
43978,fieriness,1,1,0,0
43979,pretreating,2,1,0,1
43980,custards,5,1,3,1
43981,sweeney,3,1,2,0
43982,dipshit,1,1,0,0
43983,miasma,1,1,0,0
43984,flattening,2,1,1,0
43985,fortythousand,1,1,0,0
43986,ohsoeasy,1,1,0,0
43987,weeded,3,1,1,1
43988,semicircle,6,1,3,2
43989,endangered,4,1,3,0
43990,graceful,5,1,1,3
43991,chinsy,1,1,0,0
43992,cursive,3,1,2,0
43993,blur,13,1,4,8
43994,abating,1,1,0,0
43995,verydifficulttoeat,1,1,0,0
43996,bulletlike,1,1,0,0
43997,appetito,3,1,2,0
43998,plagued,3,1,1,1
43999,gorganzola,7,1,4,2
44000,willynilly,2,1,1,0
44001,mixedup,2,1,1,0
44002,denomination,4,1,0,3
44003,wellcombined,1,1,0,0
44004,faraway,1,1,0,0
44005,eggz,3,1,0,2
44006,fillibertos,1,1,0,0
44007,outshines,9,1,4,4
44008,strippeddown,2,1,0,1
44009,squeezie,1,1,0,0
44010,fourpiece,1,1,0,0
44011,pigging,8,1,4,3
44012,blacklight,1,1,0,0
44013,discotype,1,1,0,0
44014,backbeats,1,1,0,0
44015,tranquility,8,1,2,5
44016,ultrabright,1,1,0,0
44017,bog,1,1,0,0
44018,eggplanty,1,1,0,0
44019,cooldown,1,1,0,0
44020,peloponnesebrand,1,1,0,0
44021,unquote,1,1,0,0
44022,excludes,2,1,1,0
44023,gfy,2,1,1,0
44024,maharaja,2,1,1,0
44025,comparative,3,1,2,0
44026,gobhi,4,1,1,2
44027,amountoffoodwise,1,1,0,0
44028,hernia,1,1,0,0
44029,dorito,1,1,0,0
44030,enterprising,2,1,0,1
44031,dentistries,1,1,0,0
44032,dangelo,2,1,1,0
44033,ultraspectacular,1,1,0,0
44034,technician,5,1,2,2
44035,underflavored,1,1,0,0
44036,fapping,1,1,0,0
44037,chachere,1,1,0,0
44038,polska,1,1,0,0
44039,meatoriented,1,1,0,0
44040,handoverdot,1,1,0,0
44041,phostyle,1,1,0,0
44042,retorts,1,1,0,0
44043,hardtofindness,1,1,0,0
44044,waze,1,1,0,0
44045,triplecheck,1,1,0,0
44046,motorbike,1,1,0,0
44047,yutheana,2,1,1,0
44048,xylophone,4,1,1,2
44049,ribcage,1,1,0,0
44050,phnomh,1,1,0,0
44051,wahey,1,1,0,0
44052,sandwichboard,1,1,0,0
44053,ight,1,1,0,0
44054,confrontational,1,1,0,0
44055,laksa,1,1,0,0
44056,smartmouthed,1,1,0,0
44057,fila,2,1,1,0
44058,highrating,1,1,0,0
44059,decisionmaker,1,1,0,0
44060,butterleaf,1,1,0,0
44061,wincing,2,1,0,1
44062,imposes,1,1,0,0
44063,pinged,1,1,0,0
44064,gesticulate,2,1,1,0
44065,palmful,1,1,0,0
44066,housesized,1,1,0,0
44067,afaic,1,1,0,0
44068,realised,4,1,2,1
44069,semistucktogether,1,1,0,0
44070,fawn,5,1,4,0
44071,sao,2,1,1,0
44072,waffling,4,1,1,2
44073,workmates,3,1,2,0
44074,pissant,1,1,0,0
44075,kidsmealsized,1,1,0,0
44076,forlornly,2,1,0,1
44077,telly,2,1,1,0
44078,pearson,2,1,1,0
44079,clothespeg,1,1,0,0
44080,shtter,1,1,0,0
44081,plummetted,1,1,0,0
44082,allworld,1,1,0,0
44083,cobbled,2,1,0,1
44084,leah,3,1,0,2
44085,nicknames,5,1,3,1
44086,grappled,1,1,0,0
44087,puglio,2,1,1,0
44088,wasy,1,1,0,0
44089,raing,1,1,0,0
44090,underipe,1,1,0,0
44091,machiato,2,1,0,1
44092,superemocool,1,1,0,0
44093,vm,1,1,0,0
44094,loooooooongest,1,1,0,0
44095,gyo,1,1,0,0
44096,agaisnt,2,1,1,0
44097,customershish,1,1,0,0
44098,managershe,1,1,0,0
44099,coachedbadly,1,1,0,0
44100,pastachettis,1,1,0,0
44101,spree,11,1,6,4
44102,placate,1,1,0,0
44103,injectable,1,1,0,0
44104,pharmacist,3,1,0,2
44105,unattainable,3,1,2,0
44106,againdayum,1,1,0,0
44107,notifies,1,1,0,0
44108,ackowledge,1,1,0,0
44109,cioccolotini,1,1,0,0
44110,allknowing,1,1,0,0
44111,rockerfeller,1,1,0,0
44112,wineafter,1,1,0,0
44113,phenomal,2,1,0,1
44114,merrier,4,1,3,0
44115,cuckoo,1,1,0,0
44116,differentiated,1,1,0,0
44117,pleas,5,1,3,1
44118,bahnmi,1,1,0,0
44119,sniped,1,1,0,0
44120,enoyed,2,1,1,0
44121,ub,3,1,0,2
44122,prixe,4,1,0,3
44123,caesers,1,1,0,0
44124,scarface,2,0,1,1
44125,eyepleasing,1,0,1,0
44126,mallory,4,0,2,2
44127,miniwing,1,0,1,0
44128,dungess,1,0,1,0
44129,drumlets,1,0,1,0
44130,thia,2,0,2,0
44131,esl,1,0,1,0
44132,maningota,1,0,1,0
44133,cheesie,2,0,1,1
44134,callajero,2,0,1,1
44135,frenchfries,2,0,1,1
44136,gangplanknw,1,0,1,0
44137,dhcp,1,0,1,0
44138,rebooting,1,0,1,0
44139,reconnect,5,0,4,1
44140,iceskating,1,0,1,0
44141,midswing,1,0,1,0
44142,spooked,2,0,2,0
44143,skinned,10,0,6,4
44144,steez,2,0,2,0
44145,writings,3,0,3,0
44146,deervalley,1,0,1,0
44147,mexibreakfeast,1,0,1,0
44148,guacasalsa,1,0,1,0
44149,vegenaise,1,0,1,0
44150,notsoexotic,1,0,1,0
44151,supermastertv,1,0,1,0
44152,nongraphic,1,0,1,0
44153,noncramped,1,0,1,0
44154,agro,1,0,1,0
44155,cabinesque,1,0,1,0
44156,dartboards,6,0,4,2
44157,nonanimal,2,0,1,1
44158,booyahh,1,0,1,0
44159,mistersprayed,1,0,1,0
44160,tera,2,0,2,0
44161,totsjust,1,0,1,0
44162,dishesfor,1,0,1,0
44163,cheesteaks,5,0,5,0
44164,deluxejalapenos,1,0,1,0
44165,notea,1,0,1,0
44166,fod,1,0,1,0
44167,locatred,1,0,1,0
44168,americanzed,1,0,1,0
44169,srevings,1,0,1,0
44170,parlked,1,0,1,0
44171,thebuilding,1,0,1,0
44172,embraces,6,0,4,2
44173,turkado,2,0,2,0
44174,stacker,1,0,1,0
44175,toothe,2,0,1,1
44176,beergarita,1,0,1,0
44177,cnayou,1,0,1,0
44178,horchada,1,0,1,0
44179,freeby,1,0,1,0
44180,bridesmaid,4,0,3,1
44181,ives,2,0,2,0
44182,artesian,2,0,2,0
44183,popable,1,0,1,0
44184,airhsay,1,0,1,0
44185,greatthe,3,0,3,0
44186,nidito,1,0,1,0
44187,pavlov,4,0,3,1
44188,fuels,1,0,1,0
44189,chairman,2,0,2,0
44190,unitalian,1,0,1,0
44191,parlors,15,0,8,7
44192,pizzareview,1,0,1,0
44193,italianjoint,1,0,1,0
44194,canadianscotchman,1,0,1,0
44195,lennonaide,1,0,1,0
44196,communist,5,0,4,1
44197,navybeansoupzombie,1,0,1,0
44198,frankenstien,1,0,1,0
44199,mumbling,5,0,3,2
44200,errrrr,2,0,2,0
44201,sleepwalk,1,0,1,0
44202,styrofoamic,1,0,1,0
44203,economically,5,0,2,3
44204,quesedella,1,0,1,0
44205,restaturants,1,0,1,0
44206,realitively,1,0,1,0
44207,sante,5,0,4,1
44208,tomtato,1,0,1,0
44209,macademia,3,0,1,2
44210,raps,1,0,1,0
44211,scalopes,1,0,1,0
44212,itailan,1,0,1,0
44213,dinger,1,0,1,0
44214,ashi,1,0,1,0
44215,routing,3,0,3,0
44216,overcapacity,1,0,1,0
44217,handydandy,5,0,3,2
44218,underwire,1,0,1,0
44219,otb,8,0,6,2
44220,vetoed,2,0,1,1
44221,yummtastic,1,0,1,0
44222,bcbg,9,0,7,2
44223,escada,2,0,2,0
44224,teavana,4,0,3,1
44225,williamssonoma,3,0,2,1
44226,calender,5,0,3,2
44227,funtime,1,0,1,0
44228,defenders,1,0,1,0
44229,boyz,2,0,2,0
44230,mandy,3,0,2,1
44231,entity,3,0,2,1
44232,unimaginable,1,0,1,0
44233,swimsuit,5,0,4,1
44234,tookus,1,0,1,0
44235,fitbodied,1,0,1,0
44236,whendidigetbackfat,1,0,1,0
44237,jiggle,2,0,1,1
44238,wetsuit,1,0,1,0
44239,syracuse,2,0,1,1
44240,inoften,1,0,1,0
44241,infrickingcredible,1,0,1,0
44242,sauciness,4,0,3,1
44243,canh,3,0,2,1
44244,chien,3,0,3,0
44245,cua,1,0,1,0
44246,xoe,1,0,1,0
44247,prophetic,2,0,1,1
44248,astute,3,0,2,1
44249,selfimposed,5,0,3,2
44250,ailed,2,0,2,0
44251,cranny,4,0,2,2
44252,seductivelike,1,0,1,0
44253,perfectoh,1,0,1,0
44254,soppy,5,0,3,2
44255,tummytown,1,0,1,0
44256,goodgirl,1,0,1,0
44257,unfreakingbelievable,1,0,1,0
44258,prebirthday,4,0,3,1
44259,halfsalad,2,0,2,0
44260,prebday,2,0,1,1
44261,assend,1,0,1,0
44262,wallyworld,2,0,1,1
44263,ohmyf,1,0,1,0
44264,ingholyhellhot,1,0,1,0
44265,waaaaaaaaaaaayyyyy,1,0,1,0
44266,quota,4,0,3,1
44267,eclipsed,6,0,2,4
44268,wooooord,1,0,1,0
44269,kbobs,2,0,2,0
44270,negihama,2,0,2,0
44271,tekka,1,0,1,0
44272,arrabbiata,2,0,2,0
44273,hamaguri,1,0,1,0
44274,pescatore,2,0,1,1
44275,champon,3,0,1,2
44276,yakiniku,3,0,2,1
44277,moolah,4,0,3,1
44278,burgeries,1,0,1,0
44279,diviest,2,0,2,0
44280,escapade,2,0,1,1
44281,bahtendah,1,0,1,0
44282,cheesewineburger,2,0,2,0
44283,schnookums,1,0,1,0
44284,hovery,1,0,1,0
44285,flippyfloppy,1,0,1,0
44286,jalapenoadded,1,0,1,0
44287,twofour,1,0,1,0
44288,widgets,1,0,1,0
44289,wibbles,1,0,1,0
44290,joie,3,0,1,2
44291,vivre,3,0,2,1
44292,deconstruct,2,0,2,0
44293,reconstruct,1,0,1,0
44294,uberhospitable,1,0,1,0
44295,poised,8,0,5,3
44296,chocobrew,1,0,1,0
44297,nightgowns,1,0,1,0
44298,pbbbbbbbbbt,1,0,1,0
44299,freshish,1,0,1,0
44300,sully,2,0,2,0
44301,naysaying,1,0,1,0
44302,mondaysaturday,5,0,3,2
44303,sneakily,1,0,1,0
44304,proclivity,2,0,1,1
44305,squiggly,4,0,3,1
44306,appeasing,1,0,1,0
44307,hubzilla,1,0,1,0
44308,tacks,2,0,2,0
44309,lubricate,2,0,2,0
44310,warmtoroomtemperatureorhotter,1,0,1,0
44311,tackling,4,0,3,1
44312,foodplace,2,0,1,1
44313,nonresidential,1,0,1,0
44314,eattilyoupuke,1,0,1,0
44315,romances,1,0,1,0
44316,soynut,1,0,1,0
44317,peanutfree,1,0,1,0
44318,tawdry,2,0,2,0
44319,polyamorous,1,0,1,0
44320,tyger,2,0,2,0
44321,baboo,1,0,1,0
44322,delectible,7,0,5,2
44323,chalkboards,10,0,6,4
44324,mondoburger,1,0,1,0
44325,looper,1,0,1,0
44326,transylvania,1,0,1,0
44327,tibetan,2,0,1,1
44328,himalayan,6,0,4,2
44329,chiru,1,0,1,0
44330,dowhatchulike,1,0,1,0
44331,climaterelated,1,0,1,0
44332,schlepped,3,0,3,0
44333,funfamily,1,0,1,0
44334,masculinetype,1,0,1,0
44335,critized,1,0,1,0
44336,wellmarinated,4,0,1,3
44337,ketchupsalsa,1,0,1,0
44338,scottsdaleites,3,0,3,0
44339,boucheron,1,0,1,0
44340,pepperinfused,2,0,2,0
44341,bruch,1,0,1,0
44342,aiko,20,0,5,15
44343,exceded,1,0,1,0
44344,havens,3,0,3,0
44345,claustrophobiclike,1,0,1,0
44346,arugla,2,0,1,1
44347,marscarpone,5,0,4,1
44348,drybar,20,0,10,10
44349,blowdries,1,0,1,0
44350,kittim,1,0,1,0
44351,labled,1,0,1,0
44352,fancyspeak,1,0,1,0
44353,porkwich,21,0,8,13
44354,honeychestnut,1,0,1,0
44355,orangepomegranate,1,0,1,0
44356,comfortstyle,1,0,1,0
44357,germaine,3,0,2,1
44358,picaditas,1,0,1,0
44359,carniverous,2,0,2,0
44360,caprihina,2,0,2,0
44361,whooshed,1,0,1,0
44362,whoohooo,1,0,1,0
44363,suon,1,0,1,0
44364,dissipate,1,0,1,0
44365,mced,1,0,1,0
44366,blaine,1,0,1,0
44367,kingfisher,1,0,1,0
44368,gotopho,1,0,1,0
44369,microbrewers,2,0,2,0
44370,relleano,1,0,1,0
44371,bacchanus,1,0,1,0
44372,dianne,1,0,1,0
44373,crostinis,6,0,4,2
44374,sheridan,8,0,7,1
44375,dysart,2,0,1,1
44376,carpooling,2,0,2,0
44377,juevos,4,0,4,0
44378,craaaving,1,0,1,0
44379,sambhar,4,0,4,0
44380,apothecary,3,0,2,1
44381,applee,1,0,1,0
44382,godiva,19,0,12,7
44383,lamborghini,4,0,4,0
44384,breastfeed,1,0,1,0
44385,retrace,1,0,1,0
44386,sedan,1,0,1,0
44387,mists,2,0,2,0
44388,orangutans,1,0,1,0
44389,crops,4,0,3,1
44390,listthey,1,0,1,0
44391,croute,4,0,2,2
44392,clunky,7,0,3,4
44393,deciphering,2,0,2,0
44394,bestof,1,0,1,0
44395,hipsterlaid,1,0,1,0
44396,totallydead,1,0,1,0
44397,artesan,1,0,1,0
44398,personalpizza,1,0,1,0
44399,plumping,1,0,1,0
44400,surgeries,2,0,1,1
44401,frighten,2,0,1,1
44402,nondomesticated,1,0,1,0
44403,yakisobas,1,0,1,0
44404,toil,2,0,1,1
44405,yarders,3,0,3,0
44406,footers,1,0,1,0
44407,janet,4,0,3,1
44408,nai,2,0,1,1
44409,phung,1,0,1,0
44410,chows,2,0,1,1
44411,baos,2,0,2,0
44412,deliplatter,1,0,1,0
44413,yorky,2,0,1,1
44414,gage,1,0,1,0
44415,necter,1,0,1,0
44416,kitchenesque,1,0,1,0
44417,nonexisting,1,0,1,0
44418,mystic,1,0,1,0
44419,ponyboy,1,0,1,0
44420,mariah,4,0,4,0
44421,mellos,1,0,1,0
44422,cowabunga,2,0,1,1
44423,delictible,2,0,1,1
44424,hitup,1,0,1,0
44425,snugged,1,0,1,0
44426,ingreidients,1,0,1,0
44427,roomlike,1,0,1,0
44428,motherland,4,0,4,0
44429,gwylo,2,0,1,1
44430,brightens,3,0,2,1
44431,trilogy,4,0,1,3
44432,infernal,2,0,2,0
44433,shakira,4,0,4,0
44434,pleases,8,0,6,2
44435,sigo,1,0,1,0
44436,tranquila,1,0,1,0
44437,leavin,1,0,1,0
44438,treading,1,0,1,0
44439,badonkadonk,1,0,1,0
44440,heyyyyyyyyy,2,0,2,0
44441,zorian,1,0,1,0
44442,nemesis,4,0,3,1
44443,zimmerman,2,0,2,0
44444,gundam,1,0,1,0
44445,escaflowne,1,0,1,0
44446,generational,3,0,3,0
44447,gleamy,1,0,1,0
44448,identities,1,0,1,0
44449,edisonlike,1,0,1,0
44450,hollywoodlike,1,0,1,0
44451,diagonally,3,0,3,0
44452,maetoh,1,0,1,0
44453,wheelodrinks,1,0,1,0
44454,takatakamatsu,3,0,3,0
44455,heyyyyy,3,0,3,0
44456,japchae,6,0,4,2
44457,jeon,1,0,1,0
44458,zopes,1,0,1,0
44459,zope,2,0,2,0
44460,murmurs,1,0,1,0
44461,pizzaeria,1,0,1,0
44462,goalllllllll,1,0,1,0
44463,sebastian,5,0,3,2
44464,nestle,8,0,6,2
44465,sandiwhced,1,0,1,0
44466,thit,14,0,8,6
44467,cilantros,1,0,1,0
44468,eaglelike,1,0,1,0
44469,coolaid,4,0,2,2
44470,shabang,3,0,2,1
44471,sheedah,2,0,2,0
44472,rihanna,1,0,1,0
44473,mikky,1,0,1,0
44474,ekko,1,0,1,0
44475,shavery,2,0,2,0
44476,selfpour,1,0,1,0
44477,chilites,1,0,1,0
44478,chumbabwamba,1,0,1,0
44479,tubthumping,1,0,1,0
44480,gadget,5,0,4,1
44481,gameless,1,0,1,0
44482,noisier,2,0,1,1
44483,hungryness,1,0,1,0
44484,thristy,2,0,2,0
44485,roarrrrrrrr,1,0,1,0
44486,aragorn,1,0,1,0
44487,lotr,1,0,1,0
44488,connelly,1,0,1,0
44489,czech,10,0,6,4
44490,lumineers,3,0,3,0
44491,chodangs,2,0,2,0
44492,winters,11,0,5,6
44493,redder,1,0,1,0
44494,ahar,3,0,3,0
44495,mcthaifood,1,0,1,0
44496,burp,8,0,4,4
44497,risin,2,0,2,0
44498,olashawn,2,0,1,1
44499,hasadinratanaweaver,1,0,1,0
44500,drinky,4,0,3,1
44501,shortcakes,2,0,2,0
44502,figurine,3,0,3,0
44503,jesters,2,0,2,0
44504,jousting,5,0,5,0
44505,knights,2,0,2,0
44506,yeahhhhh,1,0,1,0
44507,vagabonds,2,0,2,0
44508,shishk,2,0,2,0
44509,incorporates,7,0,5,2
44510,interdispersed,1,0,1,0
44511,squirty,1,0,1,0
44512,allright,2,0,2,0
44513,encouter,1,0,1,0
44514,lifeboat,1,0,1,0
44515,shibby,1,0,1,0
44516,adoption,4,0,3,1
44517,throating,1,0,1,0
44518,gigity,1,0,1,0
44519,samich,5,0,2,3
44520,euphoric,7,0,4,3
44521,bachelorhood,1,0,1,0
44522,thad,1,0,1,0
44523,chewer,2,0,1,1
44524,bitchen,3,0,2,1
44525,mofo,6,0,3,3
44526,steeeeeeeve,1,0,1,0
44527,realtionship,1,0,1,0
44528,seatlle,1,0,1,0
44529,westernish,1,0,1,0
44530,backround,2,0,2,0
44531,bookshelf,5,0,2,3
44532,reticent,3,0,2,1
44533,saucetacular,1,0,1,0
44534,saucesational,1,0,1,0
44535,sauceariffic,1,0,1,0
44536,badumchee,1,0,1,0
44537,occ,2,0,1,1
44538,tiiiiight,1,0,1,0
44539,nepotism,1,0,1,0
44540,mehican,1,0,1,0
44541,ritos,6,0,5,1
44542,scrumtacular,1,0,1,0
44543,nachoquesadilladas,1,0,1,0
44544,skadoosh,1,0,1,0
44545,nonmobile,1,0,1,0
44546,bisn,1,0,1,0
44547,nly,1,0,1,0
44548,num,15,0,12,3
44549,nums,1,0,1,0
44550,retards,4,0,3,1
44551,shanzy,1,0,1,0
44552,minutos,1,0,1,0
44553,stocky,3,0,2,1
44554,tubby,1,0,1,0
44555,hungers,1,0,1,0
44556,scarffing,1,0,1,0
44557,apparatus,4,0,4,0
44558,loins,5,0,2,3
44559,leanest,4,0,3,1
44560,resorting,2,0,1,1
44561,hcg,8,0,4,4
44562,napped,3,0,3,0
44563,yeay,1,0,1,0
44564,hags,2,0,2,0
44565,toni,8,0,5,3
44566,devastatingly,1,0,1,0
44567,hahn,2,0,1,1
44568,rubens,6,0,5,1
44569,killington,1,0,1,0
44570,coctel,3,0,3,0
44571,alexis,6,0,4,2
44572,rapine,1,0,1,0
44573,trent,2,0,1,1
44574,caipirinhas,7,0,7,0
44575,ecuador,12,0,7,5
44576,yapingachos,1,0,1,0
44577,semiannual,3,0,2,1
44578,coaching,2,0,2,0
44579,culichi,17,0,7,10
44580,sonorense,1,0,1,0
44581,andreoli,29,0,16,13
44582,forza,2,0,2,0
44583,italia,17,0,10,7
44584,zuppa,6,0,2,4
44585,inglese,1,0,1,0
44586,zio,1,0,1,0
44587,stupido,1,0,1,0
44588,wideri,1,0,1,0
44589,malaga,4,0,3,1
44590,lectric,1,0,1,0
44591,salvatore,1,0,1,0
44592,yeehaw,5,0,3,2
44593,svelte,4,0,4,0
44594,churrizo,3,0,2,1
44595,gimlets,5,0,3,2
44596,masla,1,0,1,0
44597,tatted,4,0,3,1
44598,leo,19,0,12,7
44599,traction,3,0,2,1
44600,chickenflavored,1,0,1,0
44601,todiefors,1,0,1,0
44602,familyfarm,1,0,1,0
44603,toured,11,0,4,7
44604,athena,8,0,5,3
44605,sammies,32,0,23,9
44606,wetnaps,2,0,2,0
44607,leverdriven,1,0,1,0
44608,waytoohigh,1,0,1,0
44609,twoicee,1,0,1,0
44610,singleserve,2,0,2,0
44611,ultrasmooth,1,0,1,0
44612,moviewatcher,3,0,3,0
44613,sdds,2,0,2,0
44614,dts,2,0,2,0
44615,capabilites,1,0,1,0
44616,skywalker,3,0,2,1
44617,wellcrafted,5,0,3,2
44618,suicidesoda,1,0,1,0
44619,collectors,4,0,3,1
44620,passthru,2,0,1,1
44621,hiskool,1,0,1,0
44622,naturalcut,1,0,1,0
44623,shoestrings,8,0,7,1
44624,tatertot,1,0,1,0
44625,pricereduced,1,0,1,0
44626,welladjusted,1,0,1,0
44627,samsung,3,0,3,0
44628,rockerstyle,2,0,1,1
44629,multichannel,4,0,2,2
44630,cameron,6,0,3,3
44631,coppola,6,0,3,3
44632,scorcese,2,0,1,1
44633,bluray,3,0,3,0
44634,dithering,2,0,2,0
44635,banding,1,0,1,0
44636,whitesto,1,0,1,0
44637,grays,2,0,1,1
44638,blacktograys,1,0,1,0
44639,notperfectlymastered,1,0,1,0
44640,compression,1,0,1,0
44641,dialog,4,0,1,3
44642,localized,1,0,1,0
44643,panned,3,0,3,0
44644,formats,3,0,2,1
44645,retrofit,1,0,1,0
44646,antacids,1,0,1,0
44647,gijoe,2,0,2,0
44648,owell,2,0,2,0
44649,karmeleit,1,0,1,0
44650,scoundrel,1,0,1,0
44651,yellingatthetopofyourlungs,1,0,1,0
44652,candylike,3,0,1,2
44653,doubledigit,2,0,2,0
44654,deepgreen,1,0,1,0
44655,elsa,5,0,2,3
44656,entirelytooaffordable,1,0,1,0
44657,billfold,1,0,1,0
44658,carbarring,1,0,1,0
44659,faceted,1,0,1,0
44660,borderlineoutrageous,1,0,1,0
44661,reconciles,1,0,1,0
44662,nofuckingwhere,1,0,1,0
44663,situational,1,0,1,0
44664,ladydwarves,1,0,1,0
44665,waffer,1,0,1,0
44666,tamarindo,8,0,3,5
44667,designyourownwrap,1,0,1,0
44668,barbieq,1,0,1,0
44669,blk,2,0,2,0
